id,title,original_title,overview,release_date,vote_average,vote_count,popularity,poster_path,backdrop_path,original_language,genre_ids
1671441,Untitled Longlegs Film,Untitled Longlegs Film,Set in the Longlegs universe. Plot TBA.,2028-01-13,0.0,0,0.6521,/5qfQvRmYCgPXHwmZAWGWgEDVNuZ.jpg,,en,"27,9648"
1528642,Sugauti vanagą,Sugauti vanagą,,2028-01-13,0.0,0,0.4894,,,lt,"36,18"
1436525,Escape From Letterkenny,Escape From Letterkenny,"A Metalhead makes a deal with God...  This film follows the intertwining meanderings of some typical Letterkenny residents over a few highly eventful days. Some are good, some are bad, some are morally vague. All are trapped in the same town. This film is about getting out. It's about breaking the shackles that hold you back by any means necessary, even if that means embracing utter chaos. It's about standing up to your outer demon. It's about friendship. It's about blossoming love. It's about dodgy-looking drugs. It will wreck your head. Or at the very least, it will make you question what kind of God you have.",2028-01-13,0.0,0,0.2944,/bTlih7I3pqlRIQ5JcMuXOuPouPW.jpg,,en,
1599330,Wilde VS England,Wilde VS England,,2028-01-05,0.0,0,0.6907,,,fr,"18,10749,36,53"
1657157,Cuckoo,Cuckoo,"Two estranged brothers search Dartmoor for their father's inheritance, but end up discovering more than they bargained for.",2028-01-01,0.0,0,0.372,,,en,53
1744168,The Monkey's Paw,The Monkey's Paw,A present-day retelling of the classic short story by W.W. Jacobs.,2028-01-01,0.0,0,0.4566,,,en,"53,9648,27,18"
1729815,The Marked Room,The Marked Room,"A post-societal Texas, where the frozen thickets are roamed by Survivors, Scavengers, Thieves, and Killers. A grizzled crew venture into the Black Zone, an exceedingly dangerous area shrouded in mystery. Treasure calls from the depths of the zone; ""Salvation"" or ""Doom"".",2028-01-01,0.0,0,0.649,/3GvweJsVU1402xUqItAGUuYxGFY.jpg,/5WL1GLERDRfie4UlXdGbEcwmkwn.jpg,en,"53,28,27"
1682648,The Current,The Current,The Current is an upcoming psychological horror movie based on the real events at Lady Bird Lake. It is currenting in early production with no set release period/time.,2028-01-01,0.0,0,0.4529,/fwVf2pJf6z2Y9P4NPTPXMAiGAX2.jpg,,en,"27,80,53,9648"
1656677,Ordinary Heroes,Ordinary Heroes,"Ordinary Heroes follows Matthew Arnold, a free-spirited, creative father and husband who dons a superhero suit to cheer up children in crisis — only to discover that real strength lies not in the costume, but in the resilience of family and friends who teach him what it truly means to be courageous as he overcomes his greatest battle yet.",2028-01-01,0.0,0,2.4209,,,en,"99,10751,18"
1593390,The Nutcracker,Щелкунчик,About writing music for Tchaikovsky's ballet The Nutcracker.,2028-01-01,0.0,0,2.3569,/3LCOuBLV6RagGS0zGY4hg9Y1Y3y.jpg,,ru,"10402,10751,14"
1583066,Dunno,Незнайка,,2028-01-01,0.0,0,0.5657,/mJg7s15WVerbmkdIzmvfpwTo1cm.jpg,,ru,"12,14,10751"
1513708,Аленький цветочек,Аленький цветочек,,2028-01-01,0.0,0,0.8502,,,ru,
1643101,Untitled Feature Baseball Documentary,Untitled Feature Baseball Documentary,An upcoming feature-length documentary on one of the most important baseball games every played.,2028-01-01,0.0,0,0.8772,/bVaV3FuPE2cv3Kag5XopY8J8JAK.jpg,,en,"99,36"
1703868,Lili - Love Is Life,Лили - Любовта е живот,"Upcoming feature film by Yana Titova, exploring the life, career, and legacy of Bulgarian music icon Lili Ivanova",2027-12-31,0.0,0,1.0115,/egSZ2cURHde4kFQVjzKVqnzhjiN.jpg,/uTKkYtZh2oQ2nnbPDgUiIZE8Wll.jpg,bg,18
1723774,The Buffalo Effect,אפקט הבופאלו,"Dark comedy based on the story of Eyal Malachi, founder of the ""Asufi"" foundation. A team of war veterans with PTSD struggles with the realization that the national insurance doesn't give them the proper recognition for their mental traumas. Once one member's condition worsens, they decide to go on an extreme, funny, and emotional journey, where they aim to disrupt the Independence Day celebrations to get their national recognition. Their plan, which goes out of control, will give them a rare chance to have their struggles heard in front of the entire State of Israel.",2027-12-31,0.0,0,0.959,,/tpX78NxZvXMhsRoOLOMQTCsmXdb.jpg,he,"35,28,18,80,10752"
1696369,The Fårö Cannibal,Kannibalen på Fårö,A traumatized screenwriter travels to Fåro to write a revenge-film about Ingmar Bergman. A meta-horror film.,2027-12-31,0.0,0,0.4885,,,en,"27,53"
1598464,Down the Road Apiece,Down the Road Apiece,"A lonely ranch hand in rural West Texas decides to risk the only life he's ever known when he falls for a hard-pressed woman stranded in the nearby town. He makes up his mind to leave with her, but things don't quite work out as planned.",2027-12-31,0.0,0,1.2899,/txvX0We9XKU1IxN61yQg0SiZrK7.jpg,/uEGHDpslsPu8C8gg9H1fuwxUSgY.jpg,en,"18,37"
1575999,Some Precious Memories,Bazı Değerli Anılar,"After passing the exam year, two young singers, Enes and Yusuf, embark on a peaceful vacation to escape their problems. During this vacation, they meet Selin, Betül, and Engin, three young music lovers like themselves, but they only have five days to spend together.",2027-12-31,0.0,0,1.1617,/9wmAaoQgwp6FDeBioSDlUu8nFVC.jpg,/bfP27Godh88YRhgT485vw1waUaT.jpg,tr,"18,10402"
1554140,Mavka. A Real Myth 2,Мавка. Справжній міф 2,"An expansion of the Mavka universe and a continuation of the romantic fantasy Mavka. A Real Myth, featuring some of the heroes and heroines from the first part.",2027-12-31,0.0,0,0.7015,,,uk,14
1418003,808,808,An overview of RTV towers in Poland,2027-12-31,0.0,0,0.3479,,,en,
1418000,A Family Getting Sick,Zatrucie Rodziny,A family suffers a sudden poisoning and an intruder breaks in,2027-12-31,0.0,0,0.4281,,,en,"18,27"
1417593,Deconstruction of Art History,Deconstruction of Art History,"All sciences emerge from two questions. History is not science but a field of knowledge. It caused a tragedy of projection and coping of Hegel and his students, leading to a fascinating mistake; art history.",2027-12-31,0.0,0,0.3429,,,en,
1417592,A World Without Trees,A World Without Trees,"A group of pirates spend their nights and days at the sea. They are children of famous architects. To kill time, they sleep, play games, take Benadryl and snort amphetamine",2027-12-31,0.0,0,0.3617,,,en,
1308261,Untitled Leave Me Alone Sequel,Untitled Leave Me Alone Sequel,The upcoming sequel to the 2022 horror film 'Leave Me Alone'.,2027-12-31,0.0,0,0.8599,,,en,"9648,27,53"
1299747,"""I Don't Wanna Do This Anymore""","""I Don't Wanna Do This Anymore""","Reese finds herself in the desert after a party when her drunken girlfriend hurts someone. When she wakes up, they are preparing for the same party. The time is ticking to solve the time loop, while those around her become increasingly beaten and broken, mentally and physically.",2027-12-31,0.0,0,0.4811,/jgjP3Lv2qPnnpKyV8TLZmPMN3bQ.jpg,,en,"27,53,18,10749"
1214974,Untitled,Untitled,The rumoured project by Brandon Gupta.,2027-12-27,0.0,0,0.3542,,,en,
1747072,The Poisonous Cookie 3,The Poisonous Cookie 3,The upcoming third installment of The Poisonous Cookie series,2027-12-25,0.0,0,0.4752,,,en,
1516340,It’s A Good Day For A Jog!,It’s A Good Day For A Jog!,About a man so addicted to jogging his wife slowly get’s jealous.,2027-12-25,0.0,0,0.2801,,,en,
1387155,Mahavatar,Mahavatar,"Mahavatar tells the epic story of Parashurama, the immortal warrior of dharma from Hindu mythology, whose journey spans ages as he upholds righteousness against the forces of darkness.",2027-12-24,0.0,0,1.0048,/rOvcqUpQEnbCYLOxFZC5DNoNzgy.jpg,,hi,28
1414788,Tunes,Tunes,"An aspiring artist, facing failure and self-doubt, strives to create a song that could potentially change his future.",2027-12-24,0.0,0,0.7555,/4Nn2cpnnNxO3VlxjIA3V9yHPTfT.jpg,,en,"16,10402,10749"
1211637,Christmas Stalkings,Christmas Stalkings,"A sadistic pedophile mall Santa is arrested after a group of kids alarm local adults and police of his activity. Years later, the pedophile escapes from prison during a blackout. Donning his Santa Claus uniform and wielding a fire axe, the pedophile begins hunting down the now grown-up children one by one.",2027-12-24,0.0,0,0.9511,,,en,"27,35"
1382950,Maha Munjya,महा मुंज्या,The ninth installment in the Maddock Supernatural Cinematic Universe. Plot TBA.,2027-12-24,0.0,0,0.7587,/oT8gql42lcUb0WMLTvuh0SJiC18.jpg,,hi,"27,35"
1601898,Paris Paramount,Paris Paramount,"A filmmaker and producer who were once romantic and creative partners reunite years after their breakup to make a new movie together, navigating their complicated relationship while dealing with volatile stars on their high-stakes production.",2027-12-23,0.0,0,2.0833,,,en,"35,10749"
1670080,Buds,Buds,A plant broke their biggest rule: “never talk to humans.”,2027-12-22,0.0,0,0.8155,/bUwerUHi2ZbxELYs2uWo6Bsa67L.jpg,/mFk07DRNmkIZdotR4pm3Lj5BljS.jpg,en,"16,35,10751,14"
1724714,Alibi.com 3,Alibi.com 3,,2027-12-22,0.0,0,0.452,,,fr,35
1715114,Half Blood Origins,Half Blood Origins,A young couple face the consequences of their past actions...blah blah blah.,2027-12-18,0.0,0,0.6646,,,en,"35,10749,80"
1636855,Fish in a Barrel,Fish in a Barrel,"A group of friends devise a plan to avoid the workforce after graduating college. This plan however, could be detrimental to their lives.",2027-12-18,0.0,0,0.5476,/jhRwOjj1ZSgTuBIDinQJ0sUzUkv.jpg,/nr8Th6xwug9QPjHa7IBUlMH3Ul4.jpg,en,"35,80,53,18,27,28"
1721763,Olivers,Olivers,A college student’s life is turned upside down when he wakes up to discover he has swapped places with an alternate version of himself from another universe,2027-12-17,0.0,0,0.4002,/p7f1U5p4IA2GH4suT5johRbowwM.jpg,,en,"35,18"
1611116,The Housemaid's Secret,The Housemaid's Secret,Millie Calloway takes a job keeping house for a woman she's never allowed to see — only to discover the truth behind the locked door that threatens to expose secrets far darker than her own.,2027-12-17,0.0,0,2.6742,/wN9UPRZ5jbL9n3wIkZSrVov1dC2.jpg,,en,"53,9648"
1189041,Esther's Comet,Esther's Comet,"In dreams, Anthony is a villager who enjoys a fruitful lifestyle, helping his neighbourhood and creating unique friendships with the townsfolk. When he suddenly sees his long lost biological parents in one of his dreams, he journeys through his subconscious in an attempt to find them and potentially reconnect. However, throughout his journey, he crosses from his own dreamworld into an astral plane, of which he cannot return from.",2027-12-17,0.0,0,0.381,/3UC0GtGwxVZyY8rPJ2MFwiNX9sv.jpg,,en,"16,9648,18,14,53"
1677076,The Tale of the Dead Princess and the Seven Knights,Сказка о мёртвой царевне и о семи богатырях,,2027-12-16,0.0,0,0.9411,,,ru,12
1744505,SOUS LES VAGUES,SOUS LES VAGUES,,2027-12-15,0.0,0,0.5516,/bIbOSvJO7AUNnmj99tIu3BrESqx.jpg,,fr,"18,10749"
1503687,Just Plant,Just Plant,,2027-12-15,0.0,0,0.3617,/uEW7NpWOvWXVHvAszjqoLA9kGLL.jpg,,en,
1090869,The Lord of the Rings: The Hunt for Gollum,The Lord of the Rings: The Hunt for Gollum,"Set between The Hobbit and The Lord of the Rings trilogies, Strider and Gandalf search for the corrupted Hobbit Gollum to learn more information about Bilbo Baggins' ring.",2027-12-15,0.0,0,4.3343,/aRtIVdlgVNtvcqFUnuhR3V1RQ7o.jpg,/aIw4c18EWwQmIWZv0W6s60y47aB.jpg,en,"14,12,28"
1003598,Avengers: Secret Wars,Avengers: Secret Wars,An upcoming film in Phase Six of the Marvel Cinematic Universe (MCU) and the finale of The Multiverse Saga.,2027-12-15,0.0,0,19.7834,/f0YBuh4hyiAheXhh4JnJWoKi9g5.jpg,/rytc6Lf4447C0CDncwFa4gxe0vY.jpg,en,"878,28,12"
1709463,Flash's Mother,Flash's Mother,They survived the war. Now they have to survive the aftermath. A routine interview with a fallen soldier's mother turns into a bloody fight for survival.,2027-12-12,0.0,0,0.3492,/9INCMbR88aKO2SqQewyo7G3jiOe.jpg,,he,"27,10752,35"
1624626,Nightlord,Nightlord,,2027-12-10,0.0,0,0.3704,/2jJhOZ4HqNO3CqNKUcoI6MdphQv.jpg,/6cQbIHBbyXcQH7xRhdmzLKiWuRV.jpg,es,"28,35,53,80,14"
1525895,Portrait of Norma Jeane,Portrait of Norma Jeane,,2027-12-09,0.0,0,1.5415,/caeesqEBIu2Lz6XODT8IS12EMBy.jpg,,fr,99
1282338,Guarda Mato,Guarda Mato,,2027-12-09,0.0,0,0.3122,,,pt,"80,18"
1308754,Johnny,Johnny,"A biographical film that dramatizes the life of Jean-Philippe Smet, better known by his stage name Johnny Hallyday, a French rock and roll and pop singer and actor.",2027-12-08,0.0,0,0.9695,/bTrRXwq2uq0evgrIykb3dBXcnv2.jpg,/hAb38EBlLZzxLhaAvQne7rL0mik.jpg,fr,"36,10402"
1711035,Luce Dentro,Luce Dentro,,2027-12-06,0.0,0,1.0733,/tS0EgvmFJjmDPG5n6OHYbnH3Kx0.jpg,,it,18
1411090,Chamunda,चामुंडा,,2027-12-03,0.0,0,0.7611,/eUJbBoFYUPCYsmxCNKad4O4xhjI.jpg,,hi,"27,35"
1356563,Tumbbad II,तुम्बाड 2,,2027-12-03,0.0,0,0.5693,/zk7YgxTN6yRylkA684C51bt20n1.jpg,,hi,"27,14,53"
1744441,Muay Thai,มวยไทย,Plot TBA.,2027-12-02,0.0,0,0.9276,/2fk2UsurrlrVksbKPsHPTrqGyYT.jpg,,th,28
1665378,O conto de Pirkaf,O conto de Pirkaf,,2027-12-01,0.0,0,0.3594,,,pt,"14,27,18"
1441622,Cling Film,Cling Film,"Aza, the hardened daughter of a crime lord, and Max, a disillusioned thief desperate to leave the business, are tasked with retrieving a mysterious item. As they navigate a world of mercenary soldiers, hidden agendas, and a looming shadow organization, their fractured past and lingering connection threaten to unravel.  Meanwhile, an agent known only as the Huntswoman fights to hold onto her mission—and her sanity—after a failed operation leaves her partner incapacitated. As the game of cat and mouse escalates, a severed hand, a locked safe, and a hallucinatory pink scarf become cryptic threads in a deadly web of intrigue.  Blurring the line between noir thriller and psychological horror, Cling Film is a haunting meditation on fate, guilt, and the choices that define who we are.",2027-11-29,0.0,0,0.2743,,,en,
1586888,Hungry Creatures,Hungry Creatures,"When Tess starts working in her aunt and uncle's restaurant, she encounters mysterious monsters and visions that send her down a dark, twisty path of moral reckoning.",2027-11-26,0.0,0,0.613,/iLnZS8bnLc9KOai0iho0pUIjb4a.jpg,,en,"18,27,9648"
1467398,Cataclysm,Котовасия,Fantasy comedy based on a script by Vasily Rovensky.,2027-11-25,0.0,0,1.43,/97p3pggh0KQIAOYsclhp2e0GxLh.jpg,,ru,"35,878"
1024604,Frozen III,Frozen III,Third installment in the Disney animated franchise. Plot TBA.,2027-11-24,0.0,0,10.0657,/qzVuYNqRX7rBBuUdobS2SWEni5R.jpg,/AsoITR3tq9PXk0j0VJyN7dkFkp9.jpg,en,"12,16,10751,14"
1423577,Gremlins 3,Gremlins 3,The third installment in the franchise. Plot TBA.,2027-11-18,0.0,0,2.2685,/rRsRNqG3jVRuDGuckLaMuoAYfO0.jpg,,en,"35,27,14"
1230440,Secrets,Secrets,Sequel to 2021's 'Student Restoring Corps'.,2027-11-18,0.0,0,1.3529,,,en,28
1651461,Untitled Daniels Event Film,Untitled Daniels Event Film,"Described as involving global warming, time travel, and a possible superhero angle within two timelines — one set in the 1980s and one set in present day. Plot TBA.",2027-11-18,0.0,0,3.0017,,,en,
1711760,Antipathy,Antipathy,"16-year-old Michael Miller lives a seemingly normal life. When a close friend of Michael is suddenly murdered, Michael devotes all of his time to discovering the mystery of what happened to him. As more and more suffering is inflicted upon people close to Michael, he must grapple with his own paranoia as he descends into madness and spirals into a chaotic nightmare that leaves one more dead body.",2027-11-18,0.0,0,0.457,/xRfGdIz5vL84kvr42KAPQ3Ogk3k.jpg,/70aAzmNy5yTf8NDicqXg08RFXXv.jpg,en,"53,9648,27"
1580489,Me and Po Are Very Real,Me and Po Are Very Real,"In a world that refuses to understand him, Aino finds solace in a small green monster named Po. When that bond is tested, he's forced to rediscover what it truly means to be real.",2027-11-12,0.0,0,0.397,/wBKIBauGpLOIycI0ffakuprRi3X.jpg,,en,18
1682416,Goal! Goal!,Шайбу! Шайбу!,,2027-11-11,0.0,0,0.7287,,,ru,
1284510,"Tomorrow, and Tomorrow, and Tomorrow","Tomorrow, and Tomorrow, and Tomorrow","Sam and Sadie meet as children and reunite as adults to create video games, finding an intimacy in digital storytelling that eludes them in their real lives.",2027-11-11,0.0,0,0.7743,,,en,"18,10749"
1605283,"5H48, Place des Martyrs","5H48, Place des Martyrs","In Le Havre, just like every morning, the 5:48 a.m. bus leaves Place des Martyrs to begin its route, driven by Gilles, a quiet and exhausted driver. This morning, at his wits’ end, despised by the authorities and abandoned by his wife, he takes his passengers hostage. While the police and media rush to the scene, inside the bus, the hostages, grappling with the same distress as Gilles, may not be so innocent after all…",2027-11-10,0.0,0,0.9717,/AdnfAhNnPs2AQ5SdhtTuvIRkOFA.jpg,,fr,"35,28,18"
1413533,Helldivers,Helldivers,A live-action film based on the video game. Plot TBA.,2027-11-10,0.0,0,1.5331,/zDRwl5qTqPJgNoc8pkQkDnXRSYF.jpg,,en,878
1411979,Üç Kizin Tanisma Hikayesi,Üç Kizin Tanisma Hikayesi,,2027-11-08,0.0,0,0.4733,,,tr,
1215281,Naughty,Naughty,"To secure custody of her son from her ex, Mallory's only hope is to find Santa Claus and convince him to testify in her divorce hearing.",2027-11-05,0.0,0,1.5579,/seM81lJJmKyGMOYxWtgLM702TNX.jpg,,en,"35,18,12"
1653807,Battle of Molodinsk,Молодинская битва,"The year is 1572. A year after the burning of Moscow by the army of the Crimean Khanate, the enemy is on the way again. Now the goal of the Crimean Khan is the complete seizure of power in the Moscow state. The Russian army is stuck in battles on the western front, the Terrible Tsar is in Novgorod. Moscow is defended by a small army. To resist enslavement, the oprichniks detachments unite with the regular army. Having cunningly pulled the enemy horde of the Crimean Khan Devlet Giray away from Moscow, the squad, led by the voivodes Vorotynsky and Hvorostinin, takes the blow.",2027-11-04,0.0,0,1.6859,,,ru,"18,36"
1290568,Margie Claus,Margie Claus,"When Santa goes missing Christmas Eve, his wife Margie Claus has to assemble a rag-tag team of long-retired reindeer to rescue Santa and save Christmas",2027-11-04,0.0,0,1.6574,/mpWEBwFLlaSBuEshYnWd0Zm6USo.jpg,/eGijmOzLxHfmArj9lN5CqHNxmv5.jpg,en,"16,14,35"
1019685,Elegy to a Missing Friend,Elegy to a Missing Friend,"In the aftermath of her friend's passing, an artist processes her grief by making a film. She weaves her personal archival footage and an unfinished science-fiction narrative into a deeply raw and emotive work of art.",2027-11-01,0.0,0,0.6355,/xOLTfYWXNKnJzjDe7i6CLxGiCeq.jpg,/mqkthM0bTyew8PvWzkZN0apgYm2.jpg,en,"18,878"
1587385,Holiday Horror,Holiday Horror,"An anthology film featuring three tales of Halloween hijinx, Thanksgiving terror, and Christmas carnage.",2027-10-31,0.0,0,0.4631,/o4tnB6Ep24mM9WaevYkoKFE02SL.jpg,/3w7DuBirWzg9w7j9EjfjPiX4Rdq.jpg,en,
